actual	baseline	metrics	t	method
0.1231820571228316	0.1231820571228316	retention	0.9237954616546631	ClusTCR
0.6255201109570042	0.4563106796116505	purity	0.9237954616546631	ClusTCR
0.3303964757709251	0.09251101321585903	purity_90	0.9237954616546631	ClusTCR
0.20249653259361997	0.12066574202496533	consistency	0.9237954616546631	ClusTCR
0.11362068965517241	0.11362068965517241	retention	1.6026206016540527	Greedy
0.6411764705882353	0.4455882352941177	purity	1.6026206016540527	Greedy
0.3317972350230415	0.06451612903225806	purity_90	1.6026206016540527	Greedy
0.19117647058823528	0.12058823529411765	consistency	1.6026206016540527	Greedy
0.11362068965517241	0.11362068965517241	retention	0.9093999862670898	ClusTCR
0.6411764705882353	0.45294117647058824	purity	0.9093999862670898	ClusTCR
0.3317972350230415	0.07834101382488479	purity_90	0.9093999862670898	ClusTCR
0.19264705882352942	0.12058823529411765	consistency	0.9093999862670898	ClusTCR
0.10695549162294804	0.10695549162294804	retention	1.9018938541412354	Greedy
0.6482334869431644	0.47772657450076805	purity	1.9018938541412354	Greedy
0.3013698630136986	0.1278538812785388	purity_90	1.9018938541412354	Greedy
0.19815668202764977	0.1152073732718894	consistency	1.9018938541412354	Greedy
0.10695549162294804	0.10695549162294804	retention	0.7861897945404053	ClusTCR
0.6482334869431644	0.4807987711213518	purity	0.7861897945404053	ClusTCR
0.3013698630136986	0.0776255707762557	purity_90	0.7861897945404053	ClusTCR
0.19815668202764977	0.12749615975422426	consistency	0.7861897945404053	ClusTCR
0.11961961961961962	0.11961961961961962	retention	1.6016199588775635	Greedy
0.654421768707483	0.46802721088435373	purity	1.6016199588775635	Greedy
0.3765182186234818	0.09716599190283401	purity_90	1.6016199588775635	Greedy
0.17142857142857143	0.10748299319727891	consistency	1.6016199588775635	Greedy
0.11961961961961962	0.11961961961961962	retention	1.2027406692504883	ClusTCR
0.654421768707483	0.46258503401360546	purity	1.2027406692504883	ClusTCR
0.3765182186234818	0.10526315789473684	purity_90	1.2027406692504883	ClusTCR
0.16870748299319727	0.10884353741496598	consistency	1.2027406692504883	ClusTCR
0.1226028519914768	0.1226028519914768	retention	1.6115379333496094	Greedy
0.6736292428198434	0.4725848563968668	purity	1.6115379333496094	Greedy
0.3984375	0.09765625	purity_90	1.6115379333496094	Greedy
0.1801566579634465	0.11488250652741515	consistency	1.6115379333496094	Greedy
0.12293066710375349	0.12293066710375349	retention	0.8626918792724609	ClusTCR
0.6744791666666666	0.4635416666666667	purity	0.8626918792724609	ClusTCR
0.40077821011673154	0.07782101167315175	purity_90	0.8626918792724609	ClusTCR
0.18098958333333334	0.12239583333333333	consistency	0.8626918792724609	ClusTCR
0.11691461836998707	0.11691461836998707	retention	1.9990715980529785	Greedy
0.638700947225981	0.44519621109607577	purity	1.9990715980529785	Greedy
0.36401673640167365	0.0794979079497908	purity_90	1.9990715980529785	Greedy
0.19891745602165087	0.12990527740189445	consistency	1.9990715980529785	Greedy
0.11723803363518757	0.11723803363518757	retention	0.8010962009429932	ClusTCR
0.6396761133603239	0.446693657219973	purity	0.8010962009429932	ClusTCR
0.36666666666666664	0.07916666666666666	purity_90	0.8010962009429932	ClusTCR
0.19973009446693657	0.12550607287449392	consistency	0.8010962009429932	ClusTCR
0.12219570405727924	0.12219570405727924	retention	1.9040849208831787	Greedy
0.6536030341340076	0.44121365360303416	purity	1.9040849208831787	Greedy
0.3760330578512397	0.05785123966942149	purity_90	1.9040849208831787	Greedy
0.20986093552465235	0.12010113780025285	consistency	1.9040849208831787	Greedy
0.12235481304693716	0.12235481304693716	retention	1.0275311470031738	ClusTCR
0.6527777777777778	0.45580808080808083	purity	1.0275311470031738	ClusTCR
0.3760330578512397	0.07851239669421488	purity_90	1.0275311470031738	ClusTCR
0.21085858585858586	0.12247474747474747	consistency	1.0275311470031738	ClusTCR
0.1250783699059561	0.1250783699059561	retention	1.9008936882019043	Greedy
0.6321559074299634	0.45676004872107184	purity	1.9008936882019043	Greedy
0.35687732342007433	0.09293680297397769	purity_90	1.9008936882019043	Greedy
0.18026796589524968	0.1071863580998782	consistency	1.9008936882019043	Greedy
0.12523510971786833	0.12523510971786833	retention	0.972985029220581	ClusTCR
0.6313868613138686	0.4586374695863747	purity	0.972985029220581	ClusTCR
0.35687732342007433	0.08921933085501858	purity_90	0.972985029220581	ClusTCR
0.17761557177615572	0.11313868613138686	consistency	0.972985029220581	ClusTCR
0.1341670526478308	0.1341670526478308	retention	2.2012438774108887	Greedy
0.6269487750556793	0.44543429844098	purity	2.2012438774108887	Greedy
0.3310344827586207	0.07586206896551724	purity_90	2.2012438774108887	Greedy
0.17483296213808464	0.111358574610245	consistency	2.2012438774108887	Greedy
0.13447583757912615	0.13447583757912615	retention	0.9472291469573975	ClusTCR
0.6277777777777778	0.44	purity	0.9472291469573975	ClusTCR
0.3333333333333333	0.0859106529209622	purity_90	0.9472291469573975	ClusTCR
0.17555555555555555	0.1111111111111111	consistency	0.9472291469573975	ClusTCR
0.12897822445561138	0.12897822445561138	retention	2.311978816986084	Greedy
0.6305084745762712	0.44180790960451977	purity	2.311978816986084	Greedy
0.36823104693140796	0.08664259927797834	purity_90	2.311978816986084	Greedy
0.18192090395480226	0.11638418079096045	consistency	2.311978816986084	Greedy
0.12897822445561138	0.12897822445561138	retention	0.8935141563415527	ClusTCR
0.6305084745762712	0.4384180790960452	purity	0.8935141563415527	ClusTCR
0.36823104693140796	0.04332129963898917	purity_90	0.8935141563415527	ClusTCR
0.18192090395480226	0.10847457627118644	consistency	0.8935141563415527	ClusTCR
0.12336980962374457	0.12336980962374457	retention	2.100639820098877	Greedy
0.5867768595041323	0.42502951593860683	purity	2.100639820098877	Greedy
0.33195020746887965	0.0995850622406639	purity_90	2.100639820098877	Greedy
0.19952774498229045	0.12868949232585597	consistency	2.100639820098877	Greedy
0.1235197121870784	0.1235197121870784	retention	0.9036972522735596	ClusTCR
0.5860849056603774	0.42806603773584906	purity	0.9036972522735596	ClusTCR
0.33195020746887965	0.07468879668049792	purity_90	0.9036972522735596	ClusTCR
0.19221698113207547	0.10849056603773585	consistency	0.9036972522735596	ClusTCR
0.1214317408667357	0.1214317408667357	retention	2.2010364532470703	Greedy
0.6130536130536131	0.4533799533799534	purity	2.2010364532470703	Greedy
0.3157894736842105	0.09398496240601503	purity_90	2.2010364532470703	Greedy
0.18065268065268064	0.11771561771561771	consistency	2.2010364532470703	Greedy
0.12202336932406449	0.12202336932406449	retention	0.9626903533935547	ClusTCR
0.6136890951276102	0.44895591647331784	purity	0.9626903533935547	ClusTCR
0.31716417910447764	0.08208955223880597	purity_90	0.9626903533935547	ClusTCR
0.18213457076566125	0.11136890951276102	consistency	0.9626903533935547	ClusTCR
0.12721463839674702	0.12721463839674702	retention	2.2130789756774902	Greedy
0.6273428886438809	0.4498346196251378	purity	2.2130789756774902	Greedy
0.33220338983050846	0.1016949152542373	purity_90	2.2130789756774902	Greedy
0.175303197353914	0.11466372657111357	consistency	2.2130789756774902	Greedy
0.1276503049665989	0.1276503049665989	retention	1.043677568435669	ClusTCR
0.6285714285714286	0.44835164835164837	purity	1.043677568435669	ClusTCR
0.3344594594594595	0.11148648648648649	purity_90	1.043677568435669	ClusTCR
0.17472527472527472	0.1054945054945055	consistency	1.043677568435669	ClusTCR
0.13559322033898305	0.13559322033898305	retention	2.199640989303589	Greedy
0.6071428571428571	0.42346938775510207	purity	2.199640989303589	Greedy
0.3593220338983051	0.08135593220338982	purity_90	2.199640989303589	Greedy
0.1653061224489796	0.09897959183673469	consistency	2.199640989303589	Greedy
0.13588049411088768	0.13588049411088768	retention	0.9948675632476807	ClusTCR
0.6079429735234216	0.434826883910387	purity	0.9948675632476807	ClusTCR
0.3614864864864865	0.06418918918918919	purity_90	0.9948675632476807	ClusTCR
0.16395112016293278	0.09674134419551934	consistency	0.9948675632476807	ClusTCR
0.13440249787113256	0.13440249787113256	retention	2.097898244857788	Greedy
0.6380368098159509	0.44683026584867075	purity	2.097898244857788	Greedy
0.3790849673202614	0.09803921568627451	purity_90	2.097898244857788	Greedy
0.17791411042944785	0.10633946830265849	consistency	2.097898244857788	Greedy
0.13440249787113256	0.13440249787113256	retention	0.974452018737793	ClusTCR
0.6380368098159509	0.44069529652351735	purity	0.974452018737793	ClusTCR
0.3790849673202614	0.0718954248366013	purity_90	0.974452018737793	ClusTCR
0.17893660531697342	0.10531697341513292	consistency	0.974452018737793	ClusTCR
0.1347041544271926	0.1347041544271926	retention	2.397082567214966	Greedy
0.6167846309403437	0.43073811931243683	purity	2.397082567214966	Greedy
0.35555555555555557	0.08148148148148149	purity_90	2.397082567214966	Greedy
0.19413549039433772	0.10414560161779575	consistency	2.397082567214966	Greedy
0.1347041544271926	0.1347041544271926	retention	1.0053138732910156	ClusTCR
0.6167846309403437	0.4246713852376138	purity	1.0053138732910156	ClusTCR
0.35555555555555557	0.10740740740740741	purity_90	1.0053138732910156	ClusTCR
0.19312436804853386	0.10920121334681497	consistency	1.0053138732910156	ClusTCR
0.13556046383213693	0.13556046383213693	retention	2.409173011779785	Greedy
0.6319921491658489	0.42885181550539747	purity	2.409173011779785	Greedy
0.35313531353135313	0.066006600660066	purity_90	2.409173011779785	Greedy
0.19627085377821393	0.11089303238469088	consistency	2.409173011779785	Greedy
0.13556046383213693	0.13556046383213693	retention	1.129303216934204	ClusTCR
0.6368989205103042	0.422963689892051	purity	1.129303216934204	ClusTCR
0.35081967213114756	0.07868852459016394	purity_90	1.129303216934204	ClusTCR
0.18253189401373895	0.10794896957801767	consistency	1.129303216934204	ClusTCR
0.13273371490869446	0.13273371490869446	retention	2.608473062515259	Greedy
0.6226600985221675	0.43645320197044335	purity	2.608473062515259	Greedy
0.3355263157894737	0.07236842105263158	purity_90	2.608473062515259	Greedy
0.18423645320197043	0.11133004926108374	consistency	2.608473062515259	Greedy
0.13273371490869446	0.13273371490869446	retention	1.213343620300293	ClusTCR
0.6226600985221675	0.4147783251231527	purity	1.213343620300293	ClusTCR
0.3355263157894737	0.06578947368421052	purity_90	1.213343620300293	ClusTCR
0.1812807881773399	0.10640394088669951	consistency	1.213343620300293	ClusTCR
0.13596019365250134	0.13596019365250134	retention	2.397104263305664	Greedy
0.6466093600764088	0.42406876790830944	purity	2.397104263305664	Greedy
0.36774193548387096	0.07741935483870968	purity_90	2.397104263305664	Greedy
0.1728748806112703	0.09933142311365807	consistency	2.397104263305664	Greedy
0.13609467455621302	0.13609467455621302	retention	1.0526401996612549	ClusTCR
0.6469465648854962	0.42270992366412213	purity	1.0526401996612549	ClusTCR
0.36774193548387096	0.07419354838709677	purity_90	1.0526401996612549	ClusTCR
0.16984732824427481	0.09446564885496184	consistency	1.0526401996612549	ClusTCR
0.13575500464006363	0.13575500464006363	retention	2.6139180660247803	Greedy
0.6305372290292177	0.4203581526861451	purity	2.6139180660247803	Greedy
0.33544303797468356	0.0759493670886076	purity_90	2.6139180660247803	Greedy
0.17907634307257306	0.09613572101790764	consistency	2.6139180660247803	Greedy
0.13602015113350127	0.13602015113350127	retention	0.9862747192382812	ClusTCR
0.6302916274694261	0.42144873000940736	purity	0.9862747192382812	ClusTCR
0.33647798742138363	0.07547169811320754	purity_90	0.9862747192382812	ClusTCR
0.1571025399811853	0.09125117591721543	consistency	0.9862747192382812	ClusTCR
0.13958060288335516	0.13958060288335516	retention	2.6947195529937744	Greedy
0.6550777676120768	0.4309240622140897	purity	2.6947195529937744	Greedy
0.3738601823708207	0.06382978723404255	purity_90	2.6947195529937744	Greedy
0.17932296431838976	0.10155535224153706	consistency	2.6947195529937744	Greedy
0.1399737876802097	0.1399737876802097	retention	1.2515466213226318	ClusTCR
0.6551094890510949	0.4333941605839416	purity	1.2515466213226318	ClusTCR
0.37575757575757573	0.07575757575757576	purity_90	1.2515466213226318	ClusTCR
0.17791970802919707	0.1031021897810219	consistency	1.2515466213226318	ClusTCR
0.1426540896756687	0.1426540896756687	retention	2.699483871459961	Greedy
0.6341248900615655	0.43007915567282323	purity	2.699483871459961	Greedy
0.35522388059701493	0.07462686567164178	purity_90	2.699483871459961	Greedy
0.1723834652594547	0.09234828496042216	consistency	2.699483871459961	Greedy
0.1426540896756687	0.1426540896756687	retention	1.0923717021942139	ClusTCR
0.6341248900615655	0.42656112576956906	purity	1.0923717021942139	ClusTCR
0.35522388059701493	0.07164179104477612	purity_90	1.0923717021942139	ClusTCR
0.1706244503078276	0.08883025505716799	consistency	1.0923717021942139	ClusTCR
0.14457062651524819	0.14457062651524819	retention	2.800762891769409	Greedy
0.627568493150685	0.4169520547945205	purity	2.800762891769409	Greedy
0.3687315634218289	0.07079646017699115	purity_90	2.800762891769409	Greedy
0.21232876712328766	0.11301369863013698	consistency	2.800762891769409	Greedy
0.14495342605588873	0.14495342605588873	retention	1.2289307117462158	ClusTCR
0.627668659265585	0.426131511528608	purity	1.2289307117462158	ClusTCR
0.36656891495601174	0.07624633431085044	purity_90	1.2289307117462158	ClusTCR
0.1964133219470538	0.10162254483347566	consistency	1.2289307117462158	ClusTCR
0.1389941875157948	0.1389941875157948	retention	2.6959474086761475	Greedy
0.6130167106420404	0.4283201407211961	purity	2.6959474086761475	Greedy
0.3323076923076923	0.09846153846153846	purity_90	2.6959474086761475	Greedy
0.1627088830255057	0.10202286719437115	consistency	2.6959474086761475	Greedy
0.13937326257265606	0.13937326257265606	retention	0.9875466823577881	ClusTCR
0.6131578947368421	0.4201754385964912	purity	0.9875466823577881	ClusTCR
0.3312883435582822	0.07668711656441718	purity_90	0.9875466823577881	ClusTCR
0.16140350877192983	0.09912280701754386	consistency	0.9875466823577881	ClusTCR
0.14445001252818843	0.14445001252818843	retention	3.198058605194092	Greedy
0.6216887417218543	0.42135761589403975	purity	3.198058605194092	Greedy
0.34417344173441733	0.06504065040650407	purity_90	3.198058605194092	Greedy
0.16473509933774835	0.09602649006622517	consistency	3.198058605194092	Greedy
0.14457529441242797	0.14457529441242797	retention	1.1389269828796387	ClusTCR
0.6220016542597188	0.42349048800661704	purity	1.1389269828796387	ClusTCR
0.34417344173441733	0.06775067750677506	purity_90	1.1389269828796387	ClusTCR
0.16377171215880892	0.09015715467328371	consistency	1.1389269828796387	ClusTCR
0.14086591834217344	0.14086591834217344	retention	2.6988234519958496	Greedy
0.6339814032121724	0.41927303465765003	purity	2.6988234519958496	Greedy
0.3768545994065282	0.07418397626112759	purity_90	2.6988234519958496	Greedy
0.18258664412510567	0.09298393913778528	consistency	2.6988234519958496	Greedy
0.14111261872455902	0.14111261872455902	retention	1.2098743915557861	ClusTCR
0.6345991561181434	0.42278481012658226	purity	1.2098743915557861	ClusTCR
0.378698224852071	0.07396449704142012	purity_90	1.2098743915557861	ClusTCR
0.1839662447257384	0.09451476793248945	consistency	1.2098743915557861	ClusTCR
0.14533040721775176	0.14533040721775176	retention	3.1967079639434814	Greedy
0.6384364820846905	0.4372964169381108	purity	3.1967079639434814	Greedy
0.3604336043360434	0.08401084010840108	purity_90	3.1967079639434814	Greedy
0.1758957654723127	0.09201954397394137	consistency	3.1967079639434814	Greedy
0.14581809314801267	0.14581809314801267	retention	1.106046438217163	ClusTCR
0.6374695863746959	0.43714517437145173	purity	1.106046438217163	ClusTCR
0.35945945945945945	0.06486486486486487	purity_90	1.106046438217163	ClusTCR
0.17518248175182483	0.09164639091646391	consistency	1.106046438217163	ClusTCR
0.15515370705244122	0.15515370705244122	retention	2.9984936714172363	Greedy
0.6143497757847534	0.43572496263079225	purity	2.9984936714172363	Greedy
0.34748010610079577	0.09814323607427056	purity_90	2.9984936714172363	Greedy
0.1554559043348281	0.10014947683109118	consistency	2.9984936714172363	Greedy
0.15599758890898133	0.15599758890898133	retention	1.2042851448059082	ClusTCR
0.6158989598811293	0.4338781575037147	purity	1.2042851448059082	ClusTCR
0.35	0.07368421052631578	purity_90	1.2042851448059082	ClusTCR
0.15676077265973254	0.08989598811292719	consistency	1.2042851448059082	ClusTCR
0.1452074391988555	0.1452074391988555	retention	3.003303289413452	Greedy
0.6413301662707839	0.44655581947743467	purity	3.003303289413452	Greedy
0.37057220708446864	0.08446866485013624	purity_90	3.003303289413452	Greedy
0.2058590657165479	0.10292953285827396	consistency	3.003303289413452	Greedy
0.1456843109203624	0.1456843109203624	retention	0.9776062965393066	ClusTCR
0.6416732438831886	0.43488555643251775	purity	0.9776062965393066	ClusTCR
0.3675675675675676	0.08648648648648649	purity_90	0.9776062965393066	ClusTCR
0.18232044198895028	0.09155485398579322	consistency	0.9776062965393066	ClusTCR
0.1455763130066972	0.1455763130066972	retention	3.1993565559387207	Greedy
0.6189735614307932	0.42457231726283046	purity	3.1993565559387207	Greedy
0.35342465753424657	0.0684931506849315	purity_90	3.1993565559387207	Greedy
0.18040435458786935	0.10497667185069985	consistency	3.1993565559387207	Greedy
0.14569380801315945	0.14569380801315945	retention	1.290804386138916	ClusTCR
0.6192696192696193	0.4226884226884227	purity	1.290804386138916	ClusTCR
0.35342465753424657	0.07397260273972603	purity_90	1.290804386138916	ClusTCR
0.1794871794871795	0.09634809634809635	consistency	1.290804386138916	ClusTCR
0.14966856611233864	0.14966856611233864	retention	3.308656930923462	Greedy
0.6394913986537023	0.4128646222887061	purity	3.308656930923462	Greedy
0.37595907928388744	0.0639386189258312	purity_90	3.308656930923462	Greedy
0.16753926701570682	0.09424083769633508	consistency	3.308656930923462	Greedy
0.14978485870450053	0.14978485870450053	retention	1.3017661571502686	ClusTCR
0.6390134529147982	0.42077727952167415	purity	1.3017661571502686	ClusTCR
0.37595907928388744	0.08439897698209718	purity_90	1.3017661571502686	ClusTCR
0.16666666666666666	0.08669656203288491	consistency	1.3017661571502686	ClusTCR
0.15006334216284695	0.15006334216284695	retention	3.4989817142486572	Greedy
0.6118518518518519	0.4266666666666667	purity	3.4989817142486572	Greedy
0.35844155844155845	0.08831168831168831	purity_90	3.4989817142486572	Greedy
0.1948148148148148	0.10518518518518519	consistency	3.4989817142486572	Greedy
0.15006334216284695	0.15006334216284695	retention	1.245192289352417	ClusTCR
0.6118518518518519	0.43037037037037035	purity	1.245192289352417	ClusTCR
0.35751295336787564	0.08549222797927461	purity_90	1.245192289352417	ClusTCR
0.1725925925925926	0.0962962962962963	consistency	1.245192289352417	ClusTCR
0.1582300079626891	0.1582300079626891	retention	3.6949198246002197	Greedy
0.6151178918169209	0.4119278779472954	purity	3.6949198246002197	Greedy
0.3816793893129771	0.07633587786259542	purity_90	3.6949198246002197	Greedy
0.18169209431345354	0.09500693481276005	consistency	3.6949198246002197	Greedy
0.15868501876919577	0.15868501876919577	retention	1.2477796077728271	ClusTCR
0.6161825726141079	0.39349930843706776	purity	1.2477796077728271	ClusTCR
0.3816793893129771	0.05343511450381679	purity_90	1.2477796077728271	ClusTCR
0.18188105117565698	0.09681881051175657	consistency	1.2477796077728271	ClusTCR
0.15250225428313796	0.15250225428313796	retention	3.301185369491577	Greedy
0.6113074204946997	0.423321554770318	purity	3.301185369491577	Greedy
0.3333333333333333	0.08785529715762273	purity_90	3.301185369491577	Greedy
0.1696113074204947	0.1010600706713781	consistency	3.301185369491577	Greedy
0.15272768259693417	0.15272768259693417	retention	1.145881175994873	ClusTCR
0.6118560338743825	0.4142554693013409	purity	1.145881175994873	ClusTCR
0.3341902313624679	0.08740359897172237	purity_90	1.145881175994873	ClusTCR
0.16937191249117856	0.08750882145377559	consistency	1.145881175994873	ClusTCR
0.15309882747068676	0.15309882747068676	retention	3.4996821880340576	Greedy
0.6323529411764706	0.43557422969187676	purity	3.4996821880340576	Greedy
0.36049382716049383	0.09876543209876543	purity_90	3.4996821880340576	Greedy
0.15336134453781514	0.08823529411764706	consistency	3.4996821880340576	Greedy
0.15332216638749302	0.15332216638749302	retention	1.212033987045288	ClusTCR
0.6324248777078966	0.4276729559748428	purity	1.212033987045288	ClusTCR
0.35960591133004927	0.07389162561576355	purity_90	1.212033987045288	ClusTCR
0.15373864430468204	0.08665269042627533	consistency	1.212033987045288	ClusTCR
0.15437128385818102	0.15437128385818102	retention	3.6085572242736816	Greedy
0.6199722607489597	0.41123439667128986	purity	3.6085572242736816	Greedy
0.325	0.06	purity_90	3.6085572242736816	Greedy
0.1768377253814147	0.10124826629680998	consistency	3.6085572242736816	Greedy
0.15437128385818102	0.15437128385818102	retention	1.1142473220825195	ClusTCR
0.6199722607489597	0.4160887656033287	purity	1.1142473220825195	ClusTCR
0.3283582089552239	0.08955223880597014	purity_90	1.1142473220825195	ClusTCR
0.1539528432732316	0.08945908460471567	consistency	1.1142473220825195	ClusTCR
0.159834278238116	0.159834278238116	retention	3.8026351928710938	Greedy
0.627373935821873	0.4204322200392927	purity	3.8026351928710938	Greedy
0.3389423076923077	0.0889423076923077	purity_90	3.8026351928710938	Greedy
0.1971185330713818	0.1008513425016372	consistency	3.8026351928710938	Greedy
0.16005233318796336	0.16005233318796336	retention	1.344343662261963	ClusTCR
0.6278613472858077	0.41465009810333553	purity	1.344343662261963	ClusTCR
0.3412887828162291	0.08353221957040573	purity_90	1.344343662261963	ClusTCR
0.15892740353172008	0.08894702419882276	consistency	1.344343662261963	ClusTCR
0.14952360329146816	0.14952360329146816	retention	3.8061835765838623	Greedy
0.5979238754325259	0.4069204152249135	purity	3.8061835765838623	Greedy
0.35501355013550134	0.07317073170731707	purity_90	3.8061835765838623	Greedy
0.1674740484429066	0.09480968858131487	consistency	3.8061835765838623	Greedy
0.14974014724989174	0.14974014724989174	retention	1.2260026931762695	ClusTCR
0.5977885279889427	0.41119557705597787	purity	1.2260026931762695	ClusTCR
0.35405405405405405	0.08108108108108109	purity_90	1.2260026931762695	ClusTCR
0.16655148583275742	0.082930200414651	consistency	1.2260026931762695	ClusTCR
0.1497967044725016	0.1497967044725016	retention	4.307183742523193	Greedy
0.6080711354309165	0.4110807113543092	purity	4.307183742523193	Greedy
0.35351089588377727	0.08958837772397095	purity_90	4.307183742523193	Greedy
0.16826265389876882	0.09781121751025992	consistency	4.307183742523193	Greedy
0.15001069976460518	0.15001069976460518	retention	1.1957457065582275	ClusTCR
0.6086065573770492	0.41325136612021857	purity	1.1957457065582275	ClusTCR
0.3526570048309179	0.06521739130434782	purity_90	1.1957457065582275	ClusTCR
0.15027322404371585	0.08879781420765027	consistency	1.1957457065582275	ClusTCR
0.158072696534235	0.158072696534235	retention	3.9995386600494385	Greedy
0.6180285343709468	0.4156939040207523	purity	3.9995386600494385	Greedy
0.36428571428571427	0.08333333333333333	purity_90	3.9995386600494385	Greedy
0.17444876783398183	0.09987029831387809	consistency	3.9995386600494385	Greedy
0.15838968723584107	0.15838968723584107	retention	1.211942195892334	ClusTCR
0.6194174757281553	0.4129449838187702	purity	1.211942195892334	ClusTCR
0.3640661938534279	0.08274231678486997	purity_90	1.211942195892334	ClusTCR
0.1779935275080906	0.09061488673139159	consistency	1.211942195892334	ClusTCR
0.14365046102263201	0.14365046102263201	retention	4.200172185897827	Greedy
0.608362369337979	0.4125435540069686	purity	4.200172185897827	Greedy
0.3234567901234568	0.06666666666666667	purity_90	4.200172185897827	Greedy
0.20905923344947736	0.10871080139372823	consistency	4.200172185897827	Greedy
0.14417435037720033	0.14417435037720033	retention	1.4454426765441895	ClusTCR
0.6086051353226926	0.41290770298403884	purity	1.4454426765441895	ClusTCR
0.3235294117647059	0.061274509803921566	purity_90	1.4454426765441895	ClusTCR
0.1714087439278279	0.09784871616932686	consistency	1.4454426765441895	ClusTCR
0.16293067662930677	0.16293067662930677	retention	4.0999085903167725	Greedy
0.6139705882352942	0.4178921568627451	purity	4.0999085903167725	Greedy
0.3466666666666667	0.06888888888888889	purity_90	4.0999085903167725	Greedy
0.1801470588235294	0.08946078431372549	consistency	4.0999085903167725	Greedy
0.1632420091324201	0.1632420091324201	retention	1.3386480808258057	ClusTCR
0.6146788990825688	0.41896024464831805	purity	1.3386480808258057	ClusTCR
0.3465783664459161	0.07947019867549669	purity_90	1.3386480808258057	ClusTCR
0.14984709480122324	0.08685015290519878	consistency	1.3386480808258057	ClusTCR
0.15758074470273606	0.15758074470273606	retention	3.801041841506958	Greedy
0.6413921690490988	0.418272218769422	purity	3.801041841506958	Greedy
0.352112676056338	0.07511737089201878	purity_90	3.801041841506958	Greedy
0.19390926041019266	0.09571162212554382	consistency	3.801041841506958	Greedy
0.1572721662209422	0.1572721662209422	retention	1.2366876602172852	ClusTCR
0.6407222914072229	0.41967621419676215	purity	1.2366876602172852	ClusTCR
0.34823529411764703	0.06352941176470588	purity_90	1.2366876602172852	ClusTCR
0.1643835616438356	0.0921544209215442	consistency	1.2366876602172852	ClusTCR
0.1661896974652494	0.1661896974652494	retention	4.50427508354187	Greedy
0.618096357226792	0.4136310223266745	purity	4.50427508354187	Greedy
0.37389380530973454	0.061946902654867256	purity_90	4.50427508354187	Greedy
0.19153936545240893	0.09341950646298472	consistency	4.50427508354187	Greedy
0.16506541291905152	0.16506541291905152	retention	1.253331184387207	ClusTCR
0.6179775280898876	0.4080425783560024	purity	1.253331184387207	ClusTCR
0.3705357142857143	0.08482142857142858	purity_90	1.253331184387207	ClusTCR
0.192193968066233	0.08693081017149616	consistency	1.253331184387207	ClusTCR
0.1617884537747275	0.1617884537747275	retention	4.404674291610718	Greedy
0.5733890214797136	0.39916467780429593	purity	4.404674291610718	Greedy
0.3228915662650602	0.0819277108433735	purity_90	4.404674291610718	Greedy
0.1951073985680191	0.10381861575178998	consistency	4.404674291610718	Greedy
0.16138473960436012	0.16138473960436012	retention	1.2606892585754395	ClusTCR
0.5777511961722488	0.4043062200956938	purity	1.2606892585754395	ClusTCR
0.3238095238095238	0.06666666666666667	purity_90	1.2606892585754395	ClusTCR
0.13875598086124402	0.09569377990430622	consistency	1.2606892585754395	ClusTCR
0.16874563416824667	0.16874563416824667	retention	4.802847385406494	Greedy
0.6211778029445073	0.4144960362400906	purity	4.802847385406494	Greedy
0.36086956521739133	0.0782608695652174	purity_90	4.802847385406494	Greedy
0.15685164212910532	0.07927519818799547	consistency	4.802847385406494	Greedy
0.16874563416824667	0.16874563416824667	retention	1.2372069358825684	ClusTCR
0.6211778029445073	0.40260475651189126	purity	1.2372069358825684	ClusTCR
0.35853131749460043	0.06695464362850972	purity_90	1.2372069358825684	ClusTCR
0.15288788221970556	0.07644394110985278	consistency	1.2372069358825684	ClusTCR
0.1629129873995436	0.1629129873995436	retention	4.500665187835693	Greedy
0.5976878612716763	0.3884393063583815	purity	4.500665187835693	Greedy
0.35294117647058826	0.06352941176470588	purity_90	4.500665187835693	Greedy
0.1699421965317919	0.09190751445086705	consistency	4.500665187835693	Greedy
0.16202004167080067	0.16202004167080067	retention	1.1370735168457031	ClusTCR
0.6048808832074375	0.3916327716443928	purity	1.1370735168457031	ClusTCR
0.352112676056338	0.07042253521126761	purity_90	1.1370735168457031	ClusTCR
0.1481696687972109	0.08192911098198721	consistency	1.1370735168457031	ClusTCR
0.16446013533392173	0.16446013533392173	retention	5.005696058273315	Greedy
0.5855752718946766	0.40526617057813397	purity	5.005696058273315	Greedy
0.3304535637149028	0.06911447084233262	purity_90	5.005696058273315	Greedy
0.1493989696622782	0.08586147681740126	consistency	5.005696058273315	Greedy
0.16298911444542513	0.16298911444542513	retention	1.1303184032440186	ClusTCR
0.5921432697862508	0.3951473136915078	purity	1.1303184032440186	ClusTCR
0.33548387096774196	0.05591397849462366	purity_90	1.1303184032440186	ClusTCR
0.14904679376083188	0.0854997111496245	consistency	1.1303184032440186	ClusTCR
0.16859279401767505	0.16859279401767505	retention	4.907528638839722	Greedy
0.6200993926007731	0.40419657647708446	purity	4.907528638839722	Greedy
0.37339055793991416	0.08369098712446352	purity_90	4.907528638839722	Greedy
0.1932633903920486	0.09828823854224185	consistency	4.907528638839722	Greedy
0.16830144702340488	0.16830144702340488	retention	1.3438661098480225	ClusTCR
