actual,baseline,metrics,s_cluster
0.5172397325692455,0.4869627507163324,purity,34
0.014705882352941176,0.009191176470588236,purity_90,34
0.029465138490926458,0.016523400191021966,consistency,34
1.0,1.0,retention,35
0.5165234001910219,0.48672397325692457,purity,35
0.013232514177693762,0.00945179584120983,purity_90,35
0.030133715377268385,0.01766953199617956,consistency,35
1.0,1.0,retention,36
0.5162846227316141,0.4866284622731614,purity,36
0.01556420233463035,0.009727626459143969,purity_90,36
0.03037249283667622,0.01781279847182426,consistency,36
1.0,1.0,retention,37
0.5162846227316141,0.48681948424068766,purity,37
0.014,0.012,purity_90,37
0.03075453677172875,0.017430754536771727,consistency,37
1.0,1.0,retention,38
0.5145654250238777,0.48658070678127985,purity,38
0.012320328542094456,0.008213552361396304,purity_90,38
0.030659025787965616,0.01781279847182426,consistency,38
1.0,1.0,retention,39
0.5144699140401147,0.48658070678127985,purity,39
0.01263157894736842,0.004210526315789474,purity_90,39
0.031041069723018146,0.01805157593123209,consistency,39
1.0,1.0,retention,40
0.512989493791786,0.4863896848137536,purity,40
0.008639308855291577,0.004319654427645789,purity_90,40
0.030515759312320916,0.017621776504297994,consistency,40
1.0,1.0,retention,41
0.5140878701050621,0.4864851957975167,purity,41
0.0066518847006651885,0.004434589800443459,purity_90,41
0.03385864374403056,0.018003820439350525,consistency,41
1.0,1.0,retention,42
0.5140401146131806,0.4869149952244508,purity,42
0.006802721088435374,0.0045351473922902496,purity_90,42
0.0336676217765043,0.01809933142311366,consistency,42
1.0,1.0,retention,43
0.5140401146131806,0.48634192932187204,purity,43
0.004651162790697674,0.004651162790697674,purity_90,43
0.033428844317096466,0.01781279847182426,consistency,43
1.0,1.0,retention,44
0.5143266475644699,0.4864851957975167,purity,44
0.007125890736342043,0.004750593824228029,purity_90,44
0.03357211079274117,0.01805157593123209,consistency,44
1.0,1.0,retention,45
0.5130372492836677,0.48634192932187204,purity,45
0.009732360097323601,0.0072992700729927005,purity_90,45
0.034240687679083094,0.018529130850047756,consistency,45
1.0,1.0,retention,46
0.5127984718242597,0.4864851957975167,purity,46
0.004975124378109453,0.007462686567164179,purity_90,46
0.03457497612225406,0.01900668576886342,consistency,46
1.0,1.0,retention,47
0.5135625596943648,0.4863896848137536,purity,47
0.005076142131979695,0.005076142131979695,purity_90,47
0.03471824259789876,0.01924546322827125,consistency,47
1.0,1.0,retention,48
0.5123209169054441,0.48658070678127985,purity,48
0.005194805194805195,0.005194805194805195,purity_90,48
0.03433619866284623,0.01805157593123209,consistency,48
1.0,1.0,retention,49
0.5115568290353391,0.4864374403056351,purity,49
0.005291005291005291,0.005291005291005291,purity_90,49
0.03481375358166189,0.01886341929321872,consistency,49
1.0,1.0,retention,50
0.5123686723973256,0.48672397325692457,purity,50
0.005405405405405406,0.005405405405405406,purity_90,50
0.03519579751671442,0.01862464183381089,consistency,50
1.0,1.0,retention,51
0.5117000955109837,0.48681948424068766,purity,51
0.005509641873278237,0.011019283746556474,purity_90,51
0.034861509073543455,0.01833810888252149,consistency,51
1.0,1.0,retention,52
0.5121776504297995,0.4863896848137536,purity,52
0.0056179775280898875,0.0056179775280898875,purity_90,52
0.03476599808978032,0.01848137535816619,consistency,52
1.0,1.0,retention,53
0.5113658070678128,0.4863896848137536,purity,53
0.008595988538681949,0.0057306590257879654,purity_90,53
0.034527220630372495,0.018290353390639922,consistency,53
1.0,1.0,retention,54
0.5122731614135626,0.4864374403056351,purity,54
0.0058309037900874635,0.0058309037900874635,purity_90,54
0.03471824259789876,0.01848137535816619,consistency,54
1.0,1.0,retention,55
0.512989493791786,0.48634192932187204,purity,55
0.005952380952380952,0.005952380952380952,purity_90,55
0.035434574976122256,0.019197707736389683,consistency,55
1.0,1.0,retention,56
0.5124164278892073,0.4864374403056351,purity,56
0.006060606060606061,0.006060606060606061,purity_90,56
0.035768863419293216,0.018815663801337153,consistency,56
1.0,1.0,retention,57
0.510792741165234,0.4864851957975167,purity,57
0.006153846153846154,0.006153846153846154,purity_90,57
0.03481375358166189,0.019054441260744986,consistency,57
1.0,1.0,retention,58
0.5105062082139447,0.4863896848137536,purity,58
0.006269592476489028,0.009404388714733543,purity_90,58
0.03538681948424069,0.019579751671442217,consistency,58
1.0,1.0,retention,59
0.5095988538681948,0.4865329512893983,purity,59
0.006389776357827476,0.006389776357827476,purity_90,59
0.03510028653295129,0.019723018147086914,consistency,59
1.0,1.0,retention,60
0.5095033428844317,0.4863896848137536,purity,60
0.006493506493506494,0.006493506493506494,purity_90,60
0.03519579751671442,0.01914995224450812,consistency,60
1.0,1.0,retention,61
0.5095510983763133,0.4864374403056351,purity,61
0.0033003300330033004,0.0033003300330033004,purity_90,61
0.03524355300859599,0.01924546322827125,consistency,61
1.0,1.0,retention,62
0.5095033428844317,0.48629417382999046,purity,62
0.003355704697986577,0.003355704697986577,purity_90,62
0.035434574976122256,0.01914995224450812,consistency,62
1.0,1.0,retention,63
0.5093123209169055,0.48634192932187204,purity,63
0.003401360544217687,0.003401360544217687,purity_90,63
0.03505253104106972,0.020009551098376314,consistency,63
1.0,1.0,retention,64
0.5098376313276026,0.4863896848137536,purity,64
0.0034602076124567475,0.0034602076124567475,purity_90,64
0.035291308500477556,0.019340974212034383,consistency,64
1.0,1.0,retention,65
0.5102196752626552,0.48634192932187204,purity,65
0.0035087719298245615,0.0035087719298245615,purity_90,65
0.03524355300859599,0.019484240687679084,consistency,65
1.0,1.0,retention,66
0.5105062082139447,0.48634192932187204,purity,66
0.0035714285714285713,0.0035714285714285713,purity_90,66
0.03567335243553008,0.020343839541547278,consistency,66
1.0,1.0,retention,67
0.5104106972301815,0.48658070678127985,purity,67
0.0036231884057971015,0.0036231884057971015,purity_90,67
0.03553008595988539,0.019436485195797517,consistency,67
1.0,1.0,retention,68
0.5098376313276026,0.48629417382999046,purity,68
0.003676470588235294,0.003676470588235294,purity_90,68
0.036246418338108884,0.01977077363896848,consistency,68
1.0,1.0,retention,69
0.5094555873925501,0.48629417382999046,purity,69
0.0037313432835820895,0.0037313432835820895,purity_90,69
0.03681948424068768,0.02086914995224451,consistency,69
1.0,1.0,retention,70
0.5095988538681948,0.48634192932187204,purity,70
0.003787878787878788,0.003787878787878788,purity_90,70
0.036867239732569244,0.020678127984718242,consistency,70
1.0,1.0,retention,71
0.5083094555873926,0.4863896848137536,purity,71
0.0038461538461538464,0.0038461538461538464,purity_90,71
0.03710601719197708,0.02058261700095511,consistency,71
1.0,1.0,retention,72
0.5086914995224451,0.4864374403056351,purity,72
0.0038910505836575876,0.0038910505836575876,purity_90,72
0.037297039159503345,0.020343839541547278,consistency,72
1.0,1.0,retention,73
0.5085004775549188,0.48629417382999046,purity,73
0.003952569169960474,0.003952569169960474,purity_90,73
0.03691499522445081,0.020009551098376314,consistency,73
1.0,1.0,retention,74
0.5088347659980897,0.48634192932187204,purity,74
0.004,0.004,purity_90,74
0.037010506208213945,0.020200573065902578,consistency,74
1.0,1.0,retention,75
0.5097898758357211,0.48634192932187204,purity,75
0.004048582995951417,0.004048582995951417,purity_90,75
0.03767908309455587,0.020630372492836675,consistency,75
1.0,1.0,retention,76
0.5101241642788921,0.48634192932187204,purity,76
0.00411522633744856,0.00411522633744856,purity_90,76
0.03834765998089781,0.02029608404966571,consistency,76
1.0,1.0,retention,77
0.5095988538681948,0.4863896848137536,purity,77
0.004166666666666667,0.004166666666666667,purity_90,77
0.03958930276981853,0.019818529130850047,consistency,77
1.0,1.0,retention,78
0.5085004775549188,0.48634192932187204,purity,78
0.004219409282700422,0.004219409282700422,purity_90,78
0.039637058261700095,0.02048710601719198,consistency,78
1.0,1.0,retention,79
0.5085482330468004,0.4864851957975167,purity,79
0.004273504273504274,0.004273504273504274,purity_90,79
0.039923591212989495,0.020200573065902578,consistency,79
1.0,1.0,retention,80
0.5085959885386819,0.48629417382999046,purity,80
0.004329004329004329,0.004329004329004329,purity_90,80
0.03954154727793696,0.02125119388729704,consistency,80
1.0,1.0,retention,81
0.5084527220630373,0.48629417382999046,purity,81
0.0043859649122807015,0.0043859649122807015,purity_90,81
0.03944603629417383,0.02125119388729704,consistency,81
1.0,1.0,retention,82
0.508261700095511,0.48634192932187204,purity,82
0.0044444444444444444,0.0044444444444444444,purity_90,82
0.03958930276981853,0.020821394460362942,consistency,82
1.0,1.0,retention,83
0.5083094555873926,0.48634192932187204,purity,83
0.004484304932735426,0.004484304932735426,purity_90,83
0.03958930276981853,0.02058261700095511,consistency,83
1.0,1.0,retention,84
0.5083094555873926,0.48634192932187204,purity,84
0.004545454545454545,0.004545454545454545,purity_90,84
0.03939828080229226,0.020534861509073542,consistency,84
1.0,1.0,retention,85
0.5084049665711556,0.48634192932187204,purity,85
0.004608294930875576,0.004608294930875576,purity_90,85
0.04083094555873926,0.02110792741165234,consistency,85
1.0,1.0,retention,86
0.5083094555873926,0.48634192932187204,purity,86
0.004651162790697674,0.004651162790697674,purity_90,86
0.04073543457497612,0.022110792741165234,consistency,86
1.0,1.0,retention,87
0.5082139446036295,0.48629417382999046,purity,87
0.0047169811320754715,0.0047169811320754715,purity_90,87
0.04059216809933142,0.021442215854823303,consistency,87
1.0,1.0,retention,88
0.5085004775549188,0.48634192932187204,purity,88
0.004761904761904762,0.004761904761904762,purity_90,88
0.04059216809933142,0.021872015281757404,consistency,88
1.0,1.0,retention,89
0.5083572110792741,0.48629417382999046,purity,89
0.004807692307692308,0.004807692307692308,purity_90,89
0.04111747851002865,0.02110792741165234,consistency,89
1.0,1.0,retention,90
0.5072588347659981,0.48634192932187204,purity,90
0.004878048780487805,0.004878048780487805,purity_90,90
0.04087870105062082,0.021155682903533906,consistency,90
1.0,1.0,retention,91
0.5085959885386819,0.48629417382999046,purity,91
0.0049261083743842365,0.0049261083743842365,purity_90,91
0.04073543457497612,0.022636103151862465,consistency,91
1.0,1.0,retention,92
0.5086437440305636,0.48629417382999046,purity,92
0.004975124378109453,0.004975124378109453,purity_90,92
0.04049665711556829,0.022445081184336198,consistency,92
1.0,1.0,retention,93
0.5082139446036295,0.48629417382999046,purity,93
0.005025125628140704,0.005025125628140704,purity_90,93
0.04063992359121299,0.022063037249283667,consistency,93
1.0,1.0,retention,94
0.5084049665711556,0.48634192932187204,purity,94
0.005076142131979695,0.005076142131979695,purity_90,94
0.04049665711556829,0.022110792741165234,consistency,94
1.0,1.0,retention,95
0.5072110792741166,0.48634192932187204,purity,95
0.005128205128205128,0.005128205128205128,purity_90,95
0.04073543457497612,0.022349570200573064,consistency,95
1.0,1.0,retention,96
0.5074498567335244,0.48629417382999046,purity,96
0.005208333333333333,0.005208333333333333,purity_90,96
0.04073543457497612,0.02239732569245463,consistency,96
1.0,1.0,retention,97
0.5067812798471825,0.48634192932187204,purity,97
0.005263157894736842,0.005263157894736842,purity_90,97
0.04126074498567335,0.022874880611270295,consistency,97
1.0,1.0,retention,98
0.507593123209169,0.48629417382999046,purity,98
0.005291005291005291,0.005291005291005291,purity_90,98
0.041212989493791784,0.02254059216809933,consistency,98
1.0,1.0,retention,99
0.5091212989493792,0.48634192932187204,purity,99
0.0053475935828877,0.0053475935828877,purity_90,99
0.04202483285577841,0.02363896848137536,consistency,99
1.0,1.0,retention,100
0.5091212989493792,0.48629417382999046,purity,100
0.005405405405405406,0.005405405405405406,purity_90,100
0.04216809933142311,0.02373447946513849,consistency,100
