actual	baseline	metrics	t	s
0.2588015231478389	0.2588015231478389	retention	2.148205518722534	500
0.5761769576531819	0.3501301159214573	purity	2.148205518722534	500
0.36774193548387096	0.0664516129032258	purity_90	2.148205518722534	500
0.1185237757274663	0.04270167967825881	consistency	2.148205518722534	500
0.25536107956443316	0.25536107956443316	retention	2.872631549835205	600
0.5766423357664233	0.3582625344022975	purity	2.872631549835205	600
0.3667529107373868	0.07373868046571798	purity_90	2.872631549835205	600
0.11702764149814526	0.042120378126121814	consistency	2.872631549835205	600
0.25840069476918964	0.25840069476918964	retention	2.8186893463134766	700
0.5691634126138918	0.35546089220210625	purity	2.8186893463134766	700
0.37270341207349084	0.062335958005249346	purity_90	2.8186893463134766	700
0.10791622293219737	0.041651875517690215	consistency	2.8186893463134766	700
0.2617743336228205	0.2617743336228205	retention	2.6978979110717773	800
0.569943951424568	0.3507706679121906	purity	2.6978979110717773	800
0.37367021276595747	0.07180851063829788	purity_90	2.6978979110717773	800
0.1206212050443718	0.04717421765530126	consistency	2.6978979110717773	800
0.26775335693767116	0.26775335693767116	retention	2.452162981033325	900
0.5644424131627057	0.35363345521023765	purity	2.452162981033325	900
0.3853690398432397	0.06988896146309602	purity_90	2.452162981033325	900
0.10751828153564899	0.04261882998171847	consistency	2.452162981033325	900
0.26180773598770796	0.26180773598770796	retention	2.8827366828918457	1000
0.5689594768188719	0.3572346140371365	purity	2.8827366828918457	1000
0.36258064516129035	0.07161290322580645	purity_90	2.8827366828918457	1000
0.1170150648137335	0.04355950017517225	consistency	2.8827366828918457	1000
0.2627430022045561	0.2627430022045561	retention	2.693410873413086	1100
0.5723285114325711	0.3540597293513766	purity	2.693410873413086	1100
0.3629823413996076	0.06932635709614127	purity_90	2.693410873413086	1100
0.11619225384974335	0.04316378908072795	consistency	2.693410873413086	1100
0.2630102211236556	0.2630102211236556	retention	2.4074175357818604	1200
0.576766383424514	0.35234547782563147	purity	2.4074175357818604	1200
0.37532133676092544	0.05848329048843188	purity_90	2.4074175357818604	1200
0.11546967756954953	0.04132231404958678	consistency	2.4074175357818604	1200
0.26584942213908747	0.26584942213908747	retention	2.681032657623291	1300
0.5655180361876224	0.35012100956551806	purity	2.681032657623291	1300
0.3660949868073879	0.0758575197889182	purity_90	2.681032657623291	1300
0.11225077791863547	0.044024432407514115	consistency	2.681032657623291	1300
0.25997060591889903	0.25997060591889903	retention	3.2306180000305176	1400
0.5734809232218558	0.35504003768252473	purity	3.2306180000305176	1400
0.3724983860555197	0.07488702388637831	purity_90	3.2306180000305176	1400
0.11587376354215732	0.04651436646255299	consistency	3.2306180000305176	1400
0.2725966998463491	0.2725966998463491	retention	2.564838171005249	1500
0.5593163162037558	0.34589002586303835	purity	2.564838171005249	1500
0.37449392712550605	0.06477732793522267	purity_90	2.564838171005249	1500
0.11199820083211515	0.045091645114134715	consistency	2.564838171005249	1500
0.2653483866657759	0.2653483866657759	retention	2.781569004058838	1600
0.563069821119446	0.34668205424120024	purity	2.781569004058838	1600
0.3646982478909799	0.05905256327060351	purity_90	2.781569004058838	1600
0.10675129832660127	0.04604731679169071	consistency	2.781569004058838	1600
0.26765314984300886	0.26765314984300886	retention	2.522155284881592	1700
0.563686256574434	0.3487308483878344	purity	2.522155284881592	1700
0.3696808510638298	0.06848404255319149	purity_90	2.522155284881592	1700
0.11102218156871713	0.04264806768808598	consistency	2.522155284881592	1700
0.2706259603179905	0.2706259603179905	retention	2.4379615783691406	1800
0.5592894319981896	0.35313419325639284	purity	2.4379615783691406	1800
0.3632198952879581	0.05693717277486911	purity_90	2.4379615783691406	1800
0.10964019008825526	0.04503281285358678	consistency	2.4379615783691406	1800
0.27009152247979157	0.27009152247979157	retention	2.89705491065979	1900
0.564985835694051	0.35206798866855527	purity	2.89705491065979	1900
0.36679790026246717	0.05446194225721785	purity_90	2.89705491065979	1900
0.11172804532577904	0.04339943342776204	consistency	2.89705491065979	1900
0.2693232680873806	0.2693232680873806	retention	2.7089669704437256	2000
0.5574627713993406	0.3513697851540298	purity	2.7089669704437256	2000
0.3619791666666667	0.07291666666666667	purity_90	2.7089669704437256	2000
0.10765033534159373	0.04467432079117881	consistency	2.7089669704437256	2000
0.2693232680873806	0.2693232680873806	retention	2.3429508209228516	2100
0.5574627713993406	0.3529612367852677	purity	2.3429508209228516	2100
0.3619791666666667	0.061197916666666664	purity_90	2.3429508209228516	2100
0.10765033534159373	0.045015346140729794	consistency	2.3429508209228516	2100
0.2738325873471842	0.2738325873471842	retention	3.1461479663848877	2200
0.5557046979865772	0.34809843400447427	purity	3.1461479663848877	2200
0.36209150326797385	0.0673202614379085	purity_90	3.1461479663848877	2200
0.10794183445190157	0.04463087248322148	consistency	3.1461479663848877	2200
0.2738325873471842	0.2738325873471842	retention	2.7544474601745605	2300
0.5557046979865772	0.3504474272930649	purity	2.7544474601745605	2300
0.36209150326797385	0.07581699346405228	purity_90	2.7544474601745605	2300
0.10794183445190157	0.043400447427293064	consistency	2.7544474601745605	2300
0.27042554612866593	0.27042554612866593	retention	3.442065477371216	2400
0.5620330541091239	0.35114330993887255	purity	3.442065477371216	2400
0.37073490813648297	0.0688976377952756	purity_90	3.442065477371216	2400
0.11682137197192664	0.04595879556259905	consistency	3.442065477371216	2400
0.27834190660698777	0.27834190660698777	retention	3.7926974296569824	2500
0.5583443416996917	0.3467635402906209	purity	3.7926974296569824	2500
0.3704197201865423	0.06928714190539641	purity_90	3.7926974296569824	2500
0.11679876706296785	0.04832672831351827	consistency	3.7926974296569824	2500
0.27834190660698777	0.27834190660698777	retention	3.101757049560547	2600
0.5583443416996917	0.34478203434610305	purity	3.101757049560547	2600
0.3704197201865423	0.07395069953364423	purity_90	3.101757049560547	2600
0.11679876706296785	0.04557463672391017	consistency	3.101757049560547	2600
0.27834190660698777	0.27834190660698777	retention	3.435774087905884	2700
0.5583443416996917	0.3459929546455306	purity	3.435774087905884	2700
0.3704197201865423	0.06129247168554297	purity_90	3.435774087905884	2700
0.11679876706296785	0.04667547335975341	consistency	3.435774087905884	2700
0.27075956977754023	0.27075956977754023	retention	2.3861639499664307	2800
0.5645088275237664	0.3485740153915799	purity	2.3861639499664307	2800
0.36679790026246717	0.06430446194225722	purity_90	2.3861639499664307	2800
0.11622906292440018	0.044477138976912634	consistency	2.3861639499664307	2800
0.27075956977754023	0.27075956977754023	retention	2.4032411575317383	2900
0.5645088275237664	0.3516296966953373	purity	2.4032411575317383	2900
0.36679790026246717	0.0662729658792651	purity_90	2.4032411575317383	2900
0.11622906292440018	0.04628791308284291	consistency	2.4032411575317383	2900
0.273431758968535	0.273431758968535	retention	3.585782051086426	3000
0.5631797286691334	0.3534028478528983	purity	3.585782051086426	3000
0.3630448926480156	0.06506180871828236	purity_90	3.585782051086426	3000
0.11469895728220653	0.04765108195986097	consistency	3.585782051086426	3000
0.273431758968535	0.273431758968535	retention	3.227597951889038	3100
0.5631797286691334	0.3494786411032627	purity	3.227597951889038	3100
0.3630448926480156	0.06636304489264802	purity_90	3.227597951889038	3100
0.11469895728220653	0.04686624060993385	consistency	3.227597951889038	3100
0.273431758968535	0.273431758968535	retention	3.619050979614258	3200
0.5631797286691334	0.35003924206749637	purity	3.619050979614258	3200
0.3630448926480156	0.06961613532856213	purity_90	3.619050979614258	3200
0.11469895728220653	0.047202601188474046	consistency	3.619050979614258	3200
0.273431758968535	0.273431758968535	retention	3.2295238971710205	3300
0.5631797286691334	0.34959076129610944	purity	3.2295238971710205	3300
0.3630448926480156	0.07547169811320754	purity_90	3.2295238971710205	3300
0.11469895728220653	0.04697836080278058	consistency	3.2295238971710205	3300
0.27329814950898523	0.27329814950898523	retention	3.4732677936553955	3400
0.5651442037930647	0.34900684547188865	purity	3.4732677936553955	3400
0.3747521480502313	0.06212822207534699	purity_90	3.4732677936553955	3400
0.1124452923353159	0.04500056110425317	consistency	3.4732677936553955	3400
0.27329814950898523	0.27329814950898523	retention	3.6910359859466553	3500
0.5651442037930647	0.3509145999326675	purity	3.6910359859466553	3500
0.3747521480502313	0.056840713813615336	purity_90	3.6910359859466553	3500
0.1124452923353159	0.04241948153967007	consistency	3.6910359859466553	3500
0.27329814950898523	0.27329814950898523	retention	3.3823909759521484	3600
0.5651442037930647	0.342722477836382	purity	3.3823909759521484	3600
