actual	baseline	metrics	method	n	t
1.0442773600668338	1.0442773600668338	retention	Faiss	17500	0.11944031715393066
0.3254944154114151	0.3254944154114151	purity	Faiss	17500	0.11944031715393066
0.0	0.0	purity_90	Faiss	17500	0.11944031715393066
0.22358848242647814	0.20427297878881032	consistency	Faiss	17500	0.11944031715393066
0.21350996538966463	0.21350996538966463	retention	MCL	17500	3.929476737976074
0.5711645101663586	0.3649326643781357	purity	MCL	17500	3.929476737976074
0.3713927227101631	0.07528230865746549	purity_90	MCL	17500	3.929476737976074
0.14972273567467653	0.06786374438869817	consistency	MCL	17500	3.929476737976074
0.21267454350161116	0.21267454350161116	retention	Two-step	17500	3.833204746246338
0.5708984892658362	0.36681685661277497	purity	Two-step	17500	3.833204746246338
0.3707440100882724	0.05926860025220681	purity_90	Two-step	17500	3.833204746246338
0.15001325205406837	0.06811555791147628	consistency	Two-step	17500	3.833204746246338
1.0453168616736948	1.0453168616736948	retention	Faiss	17600	0.13175678253173828
0.3230808080808081	0.3230808080808081	purity	Faiss	17600	0.13175678253173828
0.0	0.0	purity_90	Faiss	17600	0.13175678253173828
0.22818181818181818	0.2042929292929293	consistency	Faiss	17600	0.13175678253173828
0.21755657183583774	0.21755657183583774	retention	MCL	17600	3.8961966037750244
0.5689255346560165	0.3653697500644164	purity	MCL	17600	3.8961966037750244
0.34183673469387754	0.0778061224489796	purity_90	MCL	17600	3.8961966037750244
0.14377737696469983	0.06338572532852357	consistency	MCL	17600	3.8961966037750244
0.216368711765754	0.216368711765754	retention	Two-step	17600	3.775094747543335
0.569023569023569	0.36415436415436414	purity	Two-step	17600	3.775094747543335
0.3375796178343949	0.0840764331210191	purity_90	Two-step	17600	3.775094747543335
0.14426314426314427	0.06552706552706553	consistency	Two-step	17600	3.775094747543335
1.0434475033897306	1.0434475033897306	retention	Faiss	17700	0.12349605560302734
0.33289460362458234	0.33289460362458234	purity	Faiss	17700	0.12349605560302734
0.0	0.0	purity_90	Faiss	17700	0.12349605560302734
0.2088184671458945	0.22613141642199047	consistency	Faiss	17700	0.12349605560302734
0.21694275776690444	0.21694275776690444	retention	MCL	17700	3.971778154373169
0.5782452539763981	0.37814263724987174	purity	MCL	17700	3.971778154373169
0.35653235653235654	0.0757020757020757	purity_90	MCL	17700	3.971778154373169
0.13571062083119548	0.06747049769112365	consistency	MCL	17700	3.971778154373169
0.2162942875670577	0.2162942875670577	retention	Two-step	17700	3.944375514984131
0.57808078209416	0.3758682788783123	purity	Two-step	17700	3.944375514984131
0.3569682151589242	0.08801955990220049	purity_90	Two-step	17700	3.944375514984131
0.13583740674041678	0.07023411371237458	consistency	Two-step	17700	3.944375514984131
1.0444783476117827	1.0444783476117827	retention	Faiss	17800	0.12163448333740234
0.3274545271831977	0.3274545271831977	purity	Faiss	17800	0.12163448333740234
0.0	0.0	purity_90	Faiss	17800	0.12163448333740234
0.2092754497035474	0.22344487991156667	consistency	Faiss	17800	0.12163448333740234
0.21611313226147166	0.21611313226147166	retention	MCL	17800	3.9488298892974854
0.5729646697388633	0.3778801843317972	purity	MCL	17800	3.9488298892974854
0.3645443196004994	0.07990012484394507	purity_90	MCL	17800	3.9488298892974854
0.12493599590373784	0.06349206349206349	consistency	MCL	17800	3.9488298892974854
0.21552634667292572	0.21552634667292572	retention	Two-step	17800	3.8711793422698975
0.5723819301848049	0.36704312114989734	purity	Two-step	17800	3.8711793422698975
0.3634085213032581	0.07518796992481203	purity_90	Two-step	17800	3.8711793422698975
0.1257700205338809	0.06391170431211499	consistency	Two-step	17800	3.8711793422698975
1.0448283913144991	1.0448283913144991	retention	Faiss	17900	0.11975646018981934
0.3254023792862141	0.3254023792862141	purity	Faiss	17900	0.11975646018981934
0.0	0.0	purity_90	Faiss	17900	0.11975646018981934
0.2248325502349295	0.2037888633409977	consistency	Faiss	17900	0.11975646018981934
0.21480270838197524	0.21480270838197524	retention	MCL	17900	3.8066487312316895
0.5740313061329227	0.3715678727226071	purity	MCL	17900	3.8066487312316895
0.366751269035533	0.07487309644670051	purity_90	MCL	17900	3.8066487312316895
0.13343597639209648	0.06851424172440339	consistency	MCL	17900	3.8066487312316895
0.21416063506887695	0.21416063506887695	retention	Two-step	17900	3.8564341068267822
0.5735975295934123	0.3600102933607823	purity	Two-step	17900	3.8564341068267822
0.3651399491094148	0.0648854961832061	purity_90	Two-step	17900	3.8564341068267822
0.13355635615028308	0.06510550694801853	consistency	Two-step	17900	3.8564341068267822
1.042692463650582	1.042692463650582	retention	Faiss	18000	0.12213516235351562
0.3302218207367259	0.3302218207367259	purity	Faiss	18000	0.12213516235351562
0.0	0.0	purity_90	Faiss	18000	0.12213516235351562
0.22884673291177357	0.20786911572819433	consistency	Faiss	18000	0.12213516235351562
0.21172449748015987	0.21172449748015987	retention	MCL	18000	3.9562928676605225
0.5721649484536082	0.3677835051546392	purity	MCL	18000	3.9562928676605225
0.3425692695214106	0.0818639798488665	purity_90	MCL	18000	3.9562928676605225
0.1211340206185567	0.06365979381443299	consistency	MCL	18000	3.9562928676605225
0.2105659502983259	0.2105659502983259	retention	Two-step	18000	3.9213476181030273
0.5712804561949196	0.3641783307413167	purity	Two-step	18000	3.9213476181030273
0.3392630241423126	0.07369758576874205	purity_90	Two-step	18000	3.9213476181030273
0.12052877138413685	0.062467599792638676	consistency	Two-step	18000	3.9213476181030273
1.0435885608856088	1.0435885608856088	retention	Faiss	18100	0.12029170989990234
0.33148239960337134	0.33148239960337134	purity	Faiss	18100	0.12029170989990234
0.0	0.0	purity_90	Faiss	18100	0.12029170989990234
0.22850768468021815	0.21026276648487854	consistency	Faiss	18100	0.12029170989990234
0.21644372693726938	0.21644372693726938	retention	MCL	18100	4.039661645889282
0.5892137096774194	0.38079637096774194	purity	MCL	18100	4.039661645889282
0.3696682464454976	0.08056872037914692	purity_90	MCL	18100	4.039661645889282
0.1310483870967742	0.05871975806451613	consistency	MCL	18100	4.039661645889282
0.2160401291512915	0.2160401291512915	retention	Two-step	18100	3.9553537368774414
0.5887402171168896	0.38273163342590255	purity	Two-step	18100	3.9553537368774414
0.3701067615658363	0.08066429418742586	purity_90	Two-step	18100	3.9553537368774414
0.13153244130270134	0.05831860641252209	consistency	Two-step	18100	3.9553537368774414
1.0457967017180947	1.0457967017180947	retention	Faiss	18200	0.12348222732543945
0.326420287006094	0.326420287006094	purity	Faiss	18200	0.12348222732543945
0.0	0.0	purity_90	Faiss	18200	0.12348222732543945
0.2296048751720071	0.21156870454098683	consistency	Faiss	18200	0.12348222732543945
0.22444406136872952	0.22444406136872952	retention	MCL	18200	4.2286951541900635
0.5845189293465155	0.3638775018085363	purity	MCL	18200	4.2286951541900635
0.37767220902612825	0.0855106888361045	purity_90	MCL	18200	4.2286951541900635
0.13551965276103206	0.06004340487099108	consistency	MCL	18200	4.2286951541900635
0.22191576165029017	0.22191576165029017	retention	Two-step	18200	4.189756393432617
0.5850207367650646	0.36057575018297144	purity	Two-step	18200	4.189756393432617
0.3794749403341289	0.06324582338902147	purity_90	Two-step	18200	4.189756393432617
0.13564283971700414	0.06050256160039034	consistency	Two-step	18200	4.189756393432617
1.0455350511340913	1.0455350511340913	retention	Faiss	18300	0.11896991729736328
0.3284920557559216	0.3284920557559216	purity	Faiss	18300	0.11896991729736328
0.0	0.0	purity_90	Faiss	18300	0.11896991729736328
0.20620918218149917	0.22633784969295254	consistency	Faiss	18300	0.11896991729736328
0.21436325201394046	0.21436325201394046	retention	MCL	18300	4.066433906555176
0.5653153153153153	0.3718718718718719	purity	MCL	18300	4.066433906555176
0.3234244946492271	0.06777645659928656	purity_90	MCL	18300	4.066433906555176
0.13188188188188188	0.06706706706706707	consistency	MCL	18300	4.066433906555176
0.21350625607038792	0.21350625607038792	retention	Two-step	18300	4.049530744552612
0.5644310474755087	0.3715146948003014	purity	Two-step	18300	4.049530744552612
0.3233890214797136	0.06324582338902147	purity_90	Two-step	18300	4.049530744552612
0.13237879929665913	0.06103993971363979	consistency	Two-step	18300	4.049530744552612
1.0472992202174285	1.0472992202174285	retention	Faiss	18400	0.12168192863464355
0.32778959582285827	0.32778959582285827	purity	Faiss	18400	0.12168192863464355
0.0	0.0	purity_90	Faiss	18400	0.12168192863464355
0.2127248114484626	0.22181396248307872	consistency	Faiss	18400	0.12168192863464355
0.219192896579202	0.219192896579202	retention	MCL	18400	4.166581869125366
0.583945178658835	0.37053352912383747	purity	MCL	18400	4.166581869125366
0.3839907192575406	0.0777262180974478	purity_90	MCL	18400	4.166581869125366
0.12579539892315222	0.05898188937836515	consistency	MCL	18400	4.166581869125366
0.21776993568216746	0.21776993568216746	retention	Two-step	18400	4.130873680114746
0.5823688746614134	0.366412213740458	purity	Two-step	18400	4.130873680114746
0.3805620608899297	0.06791569086651054	purity_90	Two-step	18400	4.130873680114746
0.1253385865550357	0.05589756217680374	consistency	Two-step	18400	4.130873680114746
1.0462617350978396	1.0462617350978396	retention	Faiss	18500	0.16545748710632324
0.32592306205296734	0.32592306205296734	purity	Faiss	18500	0.16545748710632324
0.0	0.0	purity_90	Faiss	18500	0.16545748710632324
0.2380146916682776	0.21617050067659	consistency	Faiss	18500	0.16545748710632324
0.21926252686347697	0.21926252686347697	retention	MCL	18500	4.404130220413208
0.5658181818181818	0.36218181818181816	purity	MCL	18500	4.404130220413208
0.3548009367681499	0.07728337236533958	purity_90	MCL	18500	4.404130220413208
0.12848484848484848	0.06060606060606061	consistency	MCL	18500	4.404130220413208
0.2171700033932813	0.2171700033932813	retention	Two-step	18500	4.237041234970093
0.5678256611165524	0.3721841332027424	purity	Two-step	18500	4.237041234970093
0.35397196261682246	0.053738317757009345	purity_90	Two-step	18500	4.237041234970093
0.1287952987267385	0.06268364348677767	consistency	Two-step	18500	4.237041234970093
1.0456487519676185	1.0456487519676185	retention	Faiss	18600	0.12299203872680664
0.32839754648265285	0.32839754648265285	purity	Faiss	18600	0.12299203872680664
0.0	0.0	purity_90	Faiss	18600	0.12299203872680664
0.2357676825761932	0.21295763848955337	consistency	Faiss	18600	0.12299203872680664
0.2203170676860805	0.2203170676860805	retention	MCL	18600	4.301439046859741
0.5863559932740812	0.3740091280326687	purity	MCL	18600	4.301439046859741
0.3728813559322034	0.0655367231638418	purity_90	MCL	18600	4.301439046859741
