Inflation	Expansion	Retention	Purity_r	Purity_b	Consistency_r	Consistency_b
1.1	2.0	0.35526854868603314	0.7443017589315611	0.5261575383935286	0.14525361479667803	0.034609403434470436
1.1	3.0	0.35526854868603314	0.7459170047071594	0.5271530850697502	0.142672798861794	0.0361314230883764
1.1	4.0	0.35526854868603314	0.7463489265748472	0.5239851701274607	0.1437977699103332	0.03987029745558019
1.1	5.0	0.35526854868603314	0.7468894167351485	0.5275147256862238	0.1437646825265526	0.039539423617774544
1.2	2.0	0.35526854868603314	0.7350847330306471	0.5277755767501123	0.14353307084008868	0.03020878139165536
1.2	3.0	0.35526854868603314	0.7445302440926767	0.5243254734641513	0.14588227508850876	0.03345134500215068
1.2	4.0	0.35526854868603314	0.7456584230760408	0.5260927594973609	0.14343380868874697	0.03745491843959898
1.2	5.0	0.35526854868603314	0.7458793791559128	0.5264521475186271	0.14402938159679715	0.035932898785693015
1.3	2.0	0.35526854868603314	0.725677333888358	0.5139409957996257	0.1351288753598253	0.02590742150018198
1.3	3.0	0.35526854868603314	0.7378984983090515	0.5206008832827225	0.14373159514277206	0.03146610197531681
1.3	4.0	0.35526854868603314	0.7429680852203725	0.5252125814657038	0.14710650828838964	0.03345134500215068
1.3	5.0	0.35526854868603314	0.7447856828103759	0.5253918523542637	0.1417463521159382	0.0356681997154485
1.4	2.0	0.35526854868603314	0.7264155792998821	0.513103650893986	0.12771730139297885	0.02352512986798134
1.4	3.0	0.35526854868603314	0.732173816539518	0.5187116346832265	0.14214340072130496	0.027528703305429638
1.4	4.0	0.35526854868603314	0.7382942238389104	0.5237133959070325	0.14498891572643352	0.032591073023856006
1.4	5.0	0.35526854868603314	0.7422852468554914	0.5226363649410557	0.14393011944545545	0.032657247791417134
1.5	2.0	0.3553465868076555	0.727466544336589	0.5138128625625163	0.12015747510503855	0.024018261818903628
1.5	3.0	0.35526854868603314	0.7272415504644568	0.5179871953028299	0.14012507031069055	0.02825662574860206
1.5	4.0	0.35526854868603314	0.7337780937147289	0.5252137773411555	0.1416470899645965	0.03020878139165536
1.5	5.0	0.35526854868603314	0.7375711140719348	0.5230171051683824	0.14442643020216392	0.031333752440194554
1.6	2.0	0.3556977583549564	0.732361987729149	0.5177071865051228	0.1121727056334303	0.02218328484527903
1.6	3.0	0.35526854868603314	0.7256496317773774	0.5142693083014233	0.13377229262482215	0.025212586440790125
1.6	4.0	0.35526854868603314	0.7293153492700647	0.5153997704663558	0.14022433246203223	0.027297091618965687
1.6	5.0	0.35526854868603314	0.7342703230014999	0.5194731612164412	0.1414485656619131	0.029877907553849718
1.7	2.0	0.3556782488245508	0.7351875239858613	0.5198545483672403	0.10655602208483486	0.02198565146956723
1.7	3.0	0.35526854868603314	0.7253521773999034	0.5142610487680653	0.13033120471164344	0.024219964927373192
1.7	4.0	0.35526854868603314	0.7273761530591523	0.5182937695312853	0.14002580815934884	0.027396353770307382
1.7	5.0	0.35526854868603314	0.7304848528562079	0.5179399701578622	0.14125004135922972	0.027958839294576977
1.8	2.0	0.3556587392941452	0.7383400777621273	0.5200427388297213	0.10269126496065595	0.020498578324406533
1.8	3.0	0.35530756774684435	0.726316127451331	0.5145088123462134	0.12787427626137304	0.02259718775847808
1.8	4.0	0.35526854868603314	0.7259595813354888	0.5182329553658455	0.137279555305562	0.02716474208384343
1.8	5.0	0.35526854868603314	0.7283234464574525	0.5176445451941357	0.14177943949971875	0.027396353770307382
1.9	2.0	0.3556392297637396	0.743513516595307	0.5271432270947025	0.09449495784427178	0.018813026946602744
1.9	3.0	0.35530756774684435	0.7265333744535246	0.5137189330120968	0.12671629445822993	0.02306038047973532
1.9	4.0	0.35526854868603314	0.7256238851863454	0.5140691810785296	0.13443404030043343	0.026105945802865366
1.9	5.0	0.35526854868603314	0.7268575006354614	0.5169362228287173	0.13916553618105415	0.028289713132382623
2.0	2.0	0.3558928536590124	0.7455737817869502	0.5283386381339487	0.08860926714884904	0.017107566300075962
2.0	3.0	0.35530756774684435	0.7273836676064444	0.5097481364627973	0.12264681555004135	0.022795698924731184
2.0	4.0	0.35526854868603314	0.7257883873401834	0.5170211533418133	0.13122456407371869	0.02435231446249545
2.0	5.0	0.35526854868603314	0.7256002024573339	0.5152409148873184	0.13820600205141778	0.026172120570426498
2.1	2.0	0.35600991084144606	0.7460204283832241	0.5348032378573178	0.08805467511885895	0.017036450079239304
2.1	3.0	0.35532707727724994	0.7283182259707018	0.5126257438559209	0.12079004830278568	0.022728776549990073
2.1	4.0	0.35526854868603314	0.7248376101224187	0.5102090251571842	0.13043046686298515	0.02508023690566787
2.1	5.0	0.35526854868603314	0.7254732676702241	0.5157055603257347	0.13632002117592562	0.02703239254872117
2.2	2.0	0.3564196109799637	0.7475283244949296	0.5328806699228325	0.08719606743426479	0.016990531490218074
2.2	3.0	0.355717267885362	0.730617150284317	0.5154766338119896	0.11752454626599226	0.02264537670666799
2.2	4.0	0.35530756774684435	0.72610739922041	0.5127644292158549	0.12886683209263855	0.02315963606286187
2.2	5.0	0.35526854868603314	0.7256342129690472	0.5140645040937296	0.13483108890580023	0.025510372894815208
2.3	2.0	0.3564781395711805	0.749527962447058	0.5376055550634127	0.08615739976901501	0.01666391684540505
2.3	3.0	0.3556782488245508	0.7316917362302131	0.5176066374120674	0.11531722154263233	0.023308096670744207
2.3	4.0	0.35530756774684435	0.7255088236008189	0.5161853998651377	0.12813895781637716	0.02425144747725393
2.3	5.0	0.35526854868603314	0.725192557913021	0.5129547315011506	0.13119147668993814	0.024683188300301095
2.4	2.0	0.3564391205103693	0.7512183260796242	0.539680840139692	0.08385585109893737	0.016236552042769452
2.4	3.0	0.3556782488245508	0.7322978962140977	0.5174170738085111	0.11389559295136707	0.0223493238998909
2.4	4.0	0.35530756774684435	0.7256498862261815	0.5149341768782355	0.1274110835401158	0.024582299421009098
2.4	5.0	0.35526854868603314	0.7254426464651654	0.5139999062977659	0.13109221453859643	0.024021440624689805
2.5	2.0	0.356751272996859	0.7522945366209223	0.5395501092364694	0.08192612137203166	0.01662269129287599
2.5	3.0	0.3556782488245508	0.7333168131468195	0.5166467887378615	0.11151519158924852	0.021621979039243563
2.5	4.0	0.35530756774684435	0.7261791132727418	0.5142794725268879	0.12512820512820513	0.02306038047973532
2.5	5.0	0.3552880582164387	0.7246185548219698	0.5151595555975936	0.1304923239809423	0.024847803070407622
2.6	2.0	0.3569268587705094	0.7539307570733478	0.5405539306425321	0.0800448356575347	0.01602215408960538
2.6	3.0	0.3556782488245508	0.734402590792787	0.5190085815866574	0.10943234039739479	0.02198565146956723
2.6	4.0	0.35530756774684435	0.726692641188884	0.5142671123659175	0.12367245657568238	0.023457402812241523
2.6	5.0	0.35530756774684435	0.7257206437956898	0.5138527556036833	0.13042183622828785	0.024119106699751862
2.7	2.0	0.3570829350137542	0.7559648401664083	0.5423124171132753	0.07892917119430999	0.016497085844117357
2.7	3.0	0.3556782488245508	0.7352994008631599	0.518199745602415	0.10787846728601183	0.021357489999008165
2.7	4.0	0.35530756774684435	0.7272989698750773	0.5134810410262113	0.12218362282878412	0.02296112489660877
2.7	5.0	0.35530756774684435	0.7256232400941549	0.5133106107697525	0.1307196029776675	0.024185277088502894
2.8	2.0	0.3568098015880758	0.7576157424852322	0.5477842258523685	0.07785831960461286	0.016375617792421745
2.8	3.0	0.3556782488245508	0.7359413431604844	0.5175961161483345	0.10774622276589414	0.022316262769861473
2.8	4.0	0.35530756774684435	0.7286265566784956	0.5135620622901951	0.12069478908188586	0.022531017369727048
2.8	5.0	0.35530756774684435	0.7253731394981074	0.513799525499616	0.12893300248138959	0.02415219189412738
2.9	2.0	0.3568683301792926	0.7585177581167152	0.5500159203097232	0.07745527624946463	0.01640694494778111
2.9	3.0	0.355717267885362	0.7361726992527631	0.5142343158329993	0.10740850937221065	0.020959370557704388
2.9	4.0	0.355619720233334	0.7293205491983688	0.5132673537011843	0.11803994180663933	0.02304589340034387
2.9	5.0	0.35530756774684435	0.7257930055239108	0.5133733510399406	0.12886683209263855	0.024185277088502894
3.0	2.0	0.3568293111184814	0.759429997686336	0.548626958417513	0.07713090178247833	0.01650686962538302
3.0	3.0	0.355717267885362	0.7368510116194438	0.5189617455247334	0.10658203576977751	0.021785844160137527
3.0	4.0	0.3556782488245508	0.7302010502361844	0.5153306246146032	0.11806129533507455	0.02168810129930241
3.0	5.0	0.35530756774684435	0.7259623910245087	0.5186068747851931	0.127808105872622	0.024383788254755998
