avg_cluster_size	purity	t	combo
90	0.5574824251369092	24.042391538619995	ba + he + ms + pI + z
95	0.5570746106342487	24.15936303138733	ba + he + ms + pI + z
100	0.5573076474929118	23.826849937438965	ba + he + ms + pI + z
105	0.5566085369169224	23.17622137069702	ba + he + ms + pI + z
110	0.553986872256962	24.597596168518066	ba + he + ms + pI + z
115	0.5528411077018682	23.696144580841064	ba + he + ms + pI + z
120	0.5524332931992076	23.836040019989014	ba + he + ms + pI + z
125	0.55235561424632	24.158634901046753	ba + he + ms + pI + z
130	0.550724356235678	23.8877170085907	ba + he + ms + pI + z
135	0.5502582825183516	23.907442092895508	ba + he + ms + pI + z
140	0.549617431157028	23.096771240234375	ba + he + ms + pI + z
145	0.5494232337748087	23.870128870010376	ba + he + ms + pI + z
150	0.549889307492135	24.013256549835205	ba + he + ms + pI + z
155	0.5462383967064124	23.83652949333191	ba + he + ms + pI + z
160	0.5452285703188721	23.224637985229492	ba + he + ms + pI + z
165	0.5441993241931099	24.514480352401733	ba + he + ms + pI + z
170	0.5440828057637783	23.529002904891968	ba + he + ms + pI + z
175	0.5441993241931099	24.480642080307007	ba + he + ms + pI + z
180	0.5410921660776012	24.04076313972473	ba + he + ms + pI + z
185	0.5406455120984969	23.512211322784424	ba + he + ms + pI + z
190	0.5394803278051812	23.577989101409912	ba + he + ms + pI + z
195	0.5421990911562512	23.88179087638855	ba + he + ms + pI + z
205	0.5248961044005127	1.4956703186035156	ba + he + hy
210	0.5235173029867557	1.4163181781768799	ba + he + hy
215	0.5240804753951916	1.3903932571411133	ba + he + hy
220	0.5220219831436672	1.485954761505127	ba + he + hy
225	0.5222938594787743	1.5978538990020752	ba + he + hy
230	0.5224686371227716	1.7097852230072021	ba + he + hy
235	0.5227405134578786	1.4567420482635498	ba + he + hy
240	0.5178855789023964	1.5031187534332275	ba + he + hy
245	0.5176525420437332	1.4838335514068604	ba + he + hy
250	0.5164485182739736	1.6302015781402588	ba + he + hy
255	0.5183516526197227	1.4430673122406006	ba + he + hy
260	0.5248572649240688	1.4550771713256836	ba + he + hy
265	0.5175748630908455	1.4553298950195312	ba + he + hy
270	0.5289936691653396	1.4696097373962402	ba + he + hy
275	0.5289548296888958	1.4288039207458496	ba + he + hy
280	0.5233425253427584	1.4282679557800293	ba + he + hy
285	0.5173029867557385	1.4417128562927246	ba + he + hy
290	0.5135938167553501	1.676147699356079	ba + he + hy
295	0.5202936264419156	1.4325199127197266	ba + he + hy
300	0.5056899832990251	1.5371978282928467	ba + he + hy
305	0.5166038761797491	1.4468286037445068	ba + he + hy
310	0.5182545539286131	1.4356603622436523	ba + he + hy
315	0.5166232959179711	1.4372048377990723	ba + he + hy
320	0.512525731153144	1.4380662441253662	ba + he + hy
325	0.512545150891366	1.4399726390838623	ba + he + hy
330	0.5124868916767003	1.4648139476776123	ba + he + hy
335	0.5144094457606712	1.4601686000823975	ba + he + hy
340	0.5182545539286131	1.46059250831604	ba + he + hy
345	0.5203713053948033	1.4455130100250244	ba + he + hy
350	0.5101953625665127	1.4149580001831055	ba + he + hy
355	0.5111275100011652	1.4146981239318848	ba + he + hy
360	0.5144094457606712	1.4099290370941162	ba + he + hy
365	0.5091078572260845	1.4374630451202393	ba + he + hy
370	0.5066221307336777	1.6202113628387451	ba + he + hy
375	0.5073018215714452	1.4078302383422852	ba + he + hy
380	0.5046801569114848	1.4414730072021484	ba + he + hy
385	0.5173029867557385	1.467944622039795	ba + he + hy
390	0.5077484755505496	1.4714131355285645	ba + he + hy
395	0.5123509535091467	1.5058605670928955	ba + he + hy
400	0.5111080902629432	1.530778169631958	ba + he + hy
405	0.5148560997397755	1.469285011291504	ba + he + hy
410	0.5164679380121956	1.391956090927124	ba + he + hy
415	0.503262516021284	1.3951292037963867	ba + he + hy
420	0.503262516021284	1.4644203186035156	ba + he + hy
425	0.5086029440323144	1.450230360031128	ba + he + hy
430	0.5145842234046685	1.4216551780700684	ba + he + hy
435	0.5083699071736513	1.3973515033721924	ba + he + hy
440	0.5065638715190119	1.3993799686431885	ba + he + hy
445	0.5065638715190119	1.4140729904174805	ba + he + hy
450	0.49963102497378337	1.6277449131011963	ba + he + hy
455	0.5122150153415932	1.4081873893737793	ba + he + hy
460	0.5122150153415932	1.4300143718719482	ba + he + hy
465	0.5091466967025284	1.4958791732788086	ba + he + hy
470	0.5063114149221268	1.6517972946166992	ba + he + hy
475	0.5063114149221268	1.4562699794769287	ba + he + hy
480	0.5009515671728745	1.472569465637207	ba + he + hy
485	0.5050879714141453	1.4374463558197021	ba + he + hy
490	0.5050879714141453	1.4222631454467773	ba + he + hy
495	0.505981279372354	1.532439947128296	ba + he + hy
500	0.505981279372354	1.3649249076843262	ba + he + hy
505	0.5063308346603488	1.3729112148284912	ba + he + hy
510	0.5063308346603488	1.37083101272583	ba + he + hy
515	0.5095739309434109	1.4543373584747314	ba + he + hy
520	0.5024468870159631	1.4486885070800781	ba + he + hy
525	0.5024468870159631	1.484720230102539	ba + he + hy
530	0.5099817454460713	1.3690683841705322	ba + he + hy
535	0.5099817454460713	1.3679535388946533	ba + he + hy
540	0.5048549345554821	1.3759591579437256	ba + he + hy
545	0.5048549345554821	1.4376111030578613	ba + he + hy
550	0.5031848370683963	1.4370136260986328	ba + he + hy
555	0.5031848370683963	1.4013054370880127	ba + he + hy
560	0.5031848370683963	1.3860769271850586	ba + he + hy
565	0.5067774886394532	1.4179661273956299	ba + he + hy
570	0.5067774886394532	1.4017391204833984	ba + he + hy
575	0.5045636384821532	1.434450387954712	ba + he + hy
580	0.5045636384821532	1.488931655883789	ba + he + hy
585	0.5045830582203752	1.368546485900879	ba + he + hy
590	0.5045830582203752	1.3690016269683838	ba + he + hy
595	0.5045830582203752	1.3869426250457764	ba + he + hy
600	0.5066609702101216	1.5992512702941895	ba + he + hy
605	0.5066609702101216	1.361722707748413	ba + he + hy
610	0.49881539596846236	1.3721559047698975	ba + he + hy
615	0.49881539596846236	1.3654992580413818	ba + he + hy
620	0.49881539596846236	1.372223138809204	ba + he + hy
625	0.5026022449217384	1.3578295707702637	ba + he + hy
630	0.5026022449217384	1.3740880489349365	ba + he + hy
635	0.5026022449217384	1.3691470623016357	ba + he + hy
640	0.5018448751310832	1.3799211978912354	ba + he + hy
645	0.5018448751310832	1.380617380142212	ba + he + hy
650	0.49153299413523904	1.3747220039367676	ba + he + hy
655	0.49153299413523904	1.3747377395629883	ba + he + hy
660	0.49153299413523904	1.37441086769104	ba + he + hy
665	0.5013593816755351	1.372054100036621	ba + he + hy
670	0.5013593816755351	1.3671090602874756	ba + he + hy
675	0.5013593816755351	1.3801541328430176	ba + he + hy
680	0.5013593816755351	1.5206987857818604	ba + he + hy
685	0.5013593816755351	1.3610458374023438	ba + he + hy
690	0.5013593816755351	1.3661692142486572	ba + he + hy
695	0.5013593816755351	1.3909564018249512	ba + he + hy
700	0.5063114149221268	1.426358938217163	ba + he + hy
705	0.5063114149221268	1.370840072631836	ba + he + hy
710	0.5063114149221268	1.3571979999542236	ba + he + hy
715	0.4965627063347186	1.3720581531524658	ba + he + hy
720	0.4965627063347186	1.3821275234222412	ba + he + hy
725	0.4965627063347186	1.3711752891540527	ba + he + hy
730	0.4965627063347186	1.3663346767425537	ba + he + hy
735	0.4950479667534082	1.3627169132232666	ba + he + hy
740	0.4950479667534082	1.3597691059112549	ba + he + hy
745	0.4950479667534082	1.3715782165527344	ba + he + hy
750	0.4950479667534082	1.3614919185638428	ba + he + hy
755	0.48782382413485065	1.3635342121124268	ba + he + hy
760	0.48782382413485065	1.5413031578063965	ba + he + hy
765	0.48782382413485065	1.3588428497314453	ba + he + hy
770	0.48782382413485065	1.3960368633270264	ba + he + hy
775	0.47823047345321784	1.5820646286010742	ba + he + hy
780	0.47823047345321784	1.3480398654937744	ba + he + hy
785	0.47823047345321784	1.3648154735565186	ba + he + hy
790	0.47823047345321784	1.3904390335083008	ba + he + hy
795	0.4805996815162932	1.423853874206543	ba + he + hy
800	0.4805996815162932	1.436896562576294	ba + he + hy
805	0.4805996815162932	1.4677016735076904	ba + he + hy
810	0.4805996815162932	1.473785400390625	ba + he + hy
815	0.4805996815162932	1.4617671966552734	ba + he + hy
820	0.49702878005204487	1.4690239429473877	ba + he + hy
825	0.49702878005204487	1.4771723747253418	ba + he + hy
830	0.49702878005204487	1.4718754291534424	ba + he + hy
835	0.49702878005204487	1.4311182498931885	ba + he + hy
840	0.49702878005204487	1.354464054107666	ba + he + hy
845	0.48988231638637514	1.4654362201690674	ba + he + hy
850	0.48988231638637514	1.4623370170593262	ba + he + hy
855	0.48988231638637514	1.3581466674804688	ba + he + hy
860	0.48988231638637514	1.3485894203186035	ba + he + hy
865	0.48988231638637514	1.3539783954620361	ba + he + hy
870	0.48755194779974365	1.359917163848877	ba + he + hy
875	0.48755194779974365	1.3583219051361084	ba + he + hy
880	0.48755194779974365	1.3714873790740967	ba + he + hy
885	0.48755194779974365	1.3654189109802246	ba + he + hy
890	0.48755194779974365	1.3756694793701172	ba + he + hy
895	0.487726725443741	1.369476318359375	ba + he + hy
900	0.487726725443741	1.365595817565918	ba + he + hy
905	0.487726725443741	1.3588082790374756	ba + he + hy
910	0.487726725443741	1.3723487854003906	ba + he + hy
915	0.487726725443741	1.378087043762207	ba + he + hy
920	0.487726725443741	1.357276439666748	ba + he + hy
925	0.4864838621975376	1.357781171798706	ba + he + hy
930	0.4864838621975376	1.3719542026519775	ba + he + hy
935	0.4864838621975376	1.3683671951293945	ba + he + hy
940	0.4864838621975376	1.4271748065948486	ba + he + hy
945	0.4864838621975376	1.4251282215118408	ba + he + hy
950	0.4864838621975376	1.7213022708892822	ba + he + hy
955	0.483648580417136	1.551039457321167	ba + he + hy
960	0.483648580417136	1.3525993824005127	ba + he + hy
965	0.483648580417136	1.4471240043640137	ba + he + hy
970	0.483648580417136	1.4272727966308594	ba + he + hy
975	0.483648580417136	1.3896610736846924	ba + he + hy
980	0.483648580417136	1.3614516258239746	ba + he + hy
985	0.483648580417136	1.4374914169311523	ba + he + hy
990	0.4881927991610673	1.4421765804290771	ba + he + hy
