4	1.79435377874e-07
5	7.17741511495e-07
6	3.05040142386e-06
7	6.98003619929e-05
8	0.000100483811609
9	0.000379146953447
10	0.00418138261059
11	0.0253983599965
12	0.0730318137131
13	0.152477186137
14	0.228895124866
15	0.276832183242
16	0.134790061505
17	0.0610817764174
18	0.0254209688541
19	0.0107221610049
20	0.00398813070862
21	0.0016965614978
22	0.000581908930445
23	0.00021604019496
24	8.66672875131e-05
25	3.15806265058e-05
26	6.63910898133e-06
27	4.66531982472e-06
28	1.25604764512e-06
29	3.58870755748e-07
30	3.58870755748e-07
31	1.07661226724e-06
32	3.58870755748e-07
