TRBV1	1.79435377874e-07
TRBV10-1	0.000229138977545
TRBV10-2	0.00448265461004
TRBV10-3	0.00278071005091
TRBV11-1	0.00055786458981
TRBV11-2	0.00341860281925
TRBV11-3	0.000833297894846
TRBV12-4	0.0219781422589
TRBV12-5	0.0102358911308
TRBV13	0.00884454921078
TRBV14	0.0298029602172
TRBV15	0.061017000246
TRBV16	0.000805485411276
TRBV18	0.00579396835155
TRBV19	0.00824056972886
TRBV2	0.000906507529019
TRBV20	1.97378915661e-06
TRBV20-1	0.149013006732
TRBV24	0.000885154719052
TRBV25-1	0.0139356691872
TRBV27	0.00942448435207
TRBV28	0.00426499949668
TRBV29	1.79435377874e-07
TRBV29-1	0.119202689665
TRBV3-1	0.000761164872941
TRBV30	0.0398107889827
TRBV4-1	0.0562407893578
TRBV4-2	0.0202053207255
TRBV4-3	0.0346360521202
TRBV5-1	0.0366627747133
TRBV5-3	0.000269153066811
TRBV5-4	0.0021214644726
TRBV5-5	0.00013080839047
TRBV5-6	0.00018822771139
TRBV5-7	7.17741511495e-07
TRBV5-8	9.61773625404e-05
TRBV6-1	0.0406602360616
TRBV6-2	0.00498399705582
TRBV6-3	0.0417208785802
TRBV6-4	0.00301325830064
TRBV6-5	0.0209105017605
TRBV6-6	0.00769777771079
TRBV6-7	1.11249934282e-05
TRBV6-8	0.0142527314999
TRBV6-9	0.000274536128147
TRBV7-2	0.0205152056231
TRBV7-3	0.0113605920793
TRBV7-4	7.91310016424e-05
TRBV7-6	0.0357437067079
TRBV7-7	0.0124486882108
TRBV7-8	0.0312719976559
TRBV7-9	0.0845485145711
TRBV9	0.022728002703
